Users,Meals,Meals per user,timestamp
364,873,2.39835164835165,Fri Oct 07 14:14:17 -0400 2011
364,876,2.40659340659341,Fri Oct 07 15:00:06 -0400 2011
365,885,2.42465753424658,Sat Oct 08 15:00:05 -0400 2011
365,897,2.45753424657534,Sun Oct 09 15:00:06 -0400 2011
365,967,2.64931506849315,Mon Oct 10 15:00:05 -0400 2011
366,1006,2.74863387978142,Tue Oct 11 15:00:07 -0400 2011
366,1057,2.8879781420765,Wed Oct 12 15:00:08 -0400 2011
366,1085,2.96448087431694,Thu Oct 13 15:00:07 -0400 2011
367,1112,3.0299727520436,Fri Oct 14 15:00:06 -0400 2011
367,1114,3.03542234332425,Sat Oct 15 15:00:07 -0400 2011
367,1137,3.09809264305177,Sun Oct 16 15:00:07 -0400 2011
367,1148,3.12806539509537,Mon Oct 17 15:00:07 -0400 2011
368,1181,3.20923913043478,Tue Oct 18 15:00:07 -0400 2011
370,1224,3.30810810810811,Wed Oct 19 15:00:07 -0400 2011
370,1248,3.37297297297297,Thu Oct 20 15:00:07 -0400 2011
370,1260,3.40540540540541,Fri Oct 21 15:00:07 -0400 2011
370,1273,3.44054054054054,Sat Oct 22 15:00:07 -0400 2011
370,1288,3.48108108108108,Sun Oct 23 15:00:08 -0400 2011
370,1303,3.52162162162162,Mon Oct 24 15:00:08 -0400 2011
370,1326,3.58378378378378,Tue Oct 25 15:00:07 -0400 2011
371,1347,3.63072776280323,Wed Oct 26 15:00:08 -0400 2011
371,1372,3.69811320754717,Thu Oct 27 15:00:07 -0400 2011
371,1384,3.73045822102426,Fri Oct 28 14:18:43 -0400 2011
371,1388,3.74123989218329,Sat Oct 29 12:00:09 -0400 2011
371,1392,3.75202156334232,Sun Oct 30 12:00:10 -0400 2011
371,1395,3.76010781671159,Mon Oct 31 12:00:10 -0400 2011
371,1408,3.79514824797844,Tue Nov 01 12:00:09 -0400 2011
373,1434,3.84450402144772,Wed Nov 02 12:00:09 -0400 2011
373,1453,3.89544235924933,Thu Nov 03 12:00:09 -0400 2011
373,1469,3.93833780160858,Fri Nov 04 12:00:09 -0400 2011
373,1480,3.96782841823056,Sat Nov 05 12:00:09 -0400 2011
373,1488,3.98927613941019,Sun Nov 06 12:00:09 -0500 2011
373,1523,4.08310991957105,Mon Nov 07 12:00:09 -0500 2011
375,1539,4.104,Tue Nov 08 12:00:09 -0500 2011
376,1552,4.12765957446809,Wed Nov 09 12:00:09 -0500 2011
376,1563,4.15691489361702,Thu Nov 10 12:00:09 -0500 2011
376,1571,4.1781914893617,Fri Nov 11 12:00:08 -0500 2011
376,1575,4.18882978723404,Sat Nov 12 12:00:09 -0500 2011
376,1576,4.19148936170213,Sun Nov 13 12:00:09 -0500 2011
376,1579,4.19946808510638,Mon Nov 14 12:00:09 -0500 2011
377,1590,4.21750663129973,Tue Nov 15 12:00:09 -0500 2011
377,1623,4.30503978779841,Wed Nov 16 12:00:09 -0500 2011
377,1626,4.31299734748011,Thu Nov 17 12:00:09 -0500 2011
377,1630,4.3236074270557,Fri Nov 18 12:00:09 -0500 2011
377,1630,4.3236074270557,Sat Nov 19 12:00:10 -0500 2011
377,1633,4.3315649867374,Sun Nov 20 12:00:09 -0500 2011
378,1646,4.35449735449735,Mon Nov 21 12:00:09 -0500 2011
378,1649,4.36243386243386,Tue Nov 22 12:00:10 -0500 2011
378,1650,4.36507936507936,Wed Nov 23 12:00:09 -0500 2011
378,1650,4.36507936507936,Thu Nov 24 12:00:09 -0500 2011
378,1650,4.36507936507936,Fri Nov 25 12:00:09 -0500 2011
378,1650,4.36507936507936,Sat Nov 26 12:00:09 -0500 2011
378,1650,4.36507936507936,Sun Nov 27 12:00:09 -0500 2011
380,1659,4.36578947368421,Mon Nov 28 12:00:09 -0500 2011
380,1661,4.37105263157895,Tue Nov 29 12:00:09 -0500 2011
380,1670,4.39473684210526,Wed Nov 30 12:00:10 -0500 2011
380,1670,4.39473684210526,Thu Dec 01 12:00:10 -0500 2011
380,1670,4.39473684210526,Fri Dec 02 12:00:09 -0500 2011
380,1670,4.39473684210526,Sat Dec 03 12:00:09 -0500 2011
380,1670,4.39473684210526,Sun Dec 04 12:00:09 -0500 2011
380,1670,4.39473684210526,Mon Dec 05 12:00:09 -0500 2011
380,1671,4.39736842105263,Tue Dec 06 12:00:09 -0500 2011
380,1672,4.4,Wed Dec 07 12:00:09 -0500 2011
380,1672,4.4,Thu Dec 08 12:00:09 -0500 2011
380,1672,4.4,Fri Dec 09 12:00:09 -0500 2011
380,1672,4.4,Sat Dec 10 12:00:10 -0500 2011
380,1672,4.4,Sun Dec 11 12:00:09 -0500 2011
380,1673,4.40263157894737,Mon Dec 12 12:00:10 -0500 2011
380,1675,4.40789473684211,Tue Dec 13 12:00:09 -0500 2011
380,1675,4.40789473684211,Wed Dec 14 12:00:10 -0500 2011
381,1675,4.39632545931758,Thu Dec 15 12:00:10 -0500 2011
381,1675,4.39632545931758,Fri Dec 16 12:00:10 -0500 2011
381,1675,4.39632545931758,Sat Dec 17 12:00:09 -0500 2011
381,1675,4.39632545931758,Sun Dec 18 12:00:09 -0500 2011
381,1675,4.39632545931758,Mon Dec 19 12:00:09 -0500 2011
381,1675,4.39632545931758,Tue Dec 20 12:00:09 -0500 2011
381,1675,4.39632545931758,Wed Dec 21 12:00:10 -0500 2011
381,1675,4.39632545931758,Thu Dec 22 12:00:10 -0500 2011
381,1675,4.39632545931758,Fri Dec 23 12:00:09 -0500 2011
381,1675,4.39632545931758,Sat Dec 24 12:00:10 -0500 2011
381,1675,4.39632545931758,Sun Dec 25 12:00:09 -0500 2011
381,1675,4.39632545931758,Mon Dec 26 12:00:09 -0500 2011
381,1675,4.39632545931758,Tue Dec 27 12:00:09 -0500 2011
381,1675,4.39632545931758,Wed Dec 28 12:00:09 -0500 2011
381,1675,4.39632545931758,Thu Dec 29 12:00:10 -0500 2011
381,1675,4.39632545931758,Fri Dec 30 12:00:09 -0500 2011
381,1675,4.39632545931758,Sat Dec 31 12:00:09 -0500 2011
381,1675,4.39632545931758,Sun Jan 01 12:00:09 -0500 2012
381,1675,4.39632545931758,Mon Jan 02 12:00:10 -0500 2012
381,1675,4.39632545931758,Tue Jan 03 12:00:10 -0500 2012
381,1675,4.39632545931758,Wed Jan 04 12:00:09 -0500 2012
381,1675,4.39632545931758,Thu Jan 05 12:00:10 -0500 2012
381,1675,4.39632545931758,Fri Jan 06 12:00:10 -0500 2012
381,1675,4.39632545931758,Sat Jan 07 12:00:09 -0500 2012
381,1675,4.39632545931758,Sun Jan 08 12:00:09 -0500 2012
381,1675,4.39632545931758,Mon Jan 09 12:00:09 -0500 2012
381,1675,4.39632545931758,Tue Jan 10 12:00:09 -0500 2012
381,1675,4.39632545931758,Wed Jan 11 12:00:09 -0500 2012
381,1675,4.39632545931758,Thu Jan 12 12:00:09 -0500 2012
381,1675,4.39632545931758,Fri Jan 13 12:00:09 -0500 2012
381,1675,4.39632545931758,Sat Jan 14 12:00:09 -0500 2012
381,1675,4.39632545931758,Sun Jan 15 12:00:09 -0500 2012
381,1675,4.39632545931758,Mon Jan 16 12:00:09 -0500 2012
381,1675,4.39632545931758,Tue Jan 17 12:00:09 -0500 2012
381,1675,4.39632545931758,Wed Jan 18 12:00:10 -0500 2012
381,1675,4.39632545931758,Thu Jan 19 12:00:09 -0500 2012
381,1675,4.39632545931758,Fri Jan 20 12:00:09 -0500 2012
382,1676,4.38743455497382,Sat Jan 21 12:00:09 -0500 2012
382,1676,4.38743455497382,Sun Jan 22 12:00:10 -0500 2012
382,1676,4.38743455497382,Mon Jan 23 12:00:10 -0500 2012
382,1676,4.38743455497382,Tue Jan 24 12:00:09 -0500 2012
382,1678,4.39267015706806,Wed Jan 25 12:00:10 -0500 2012
382,1678,4.39267015706806,Thu Jan 26 12:00:10 -0500 2012
382,1678,4.39267015706806,Fri Jan 27 12:00:09 -0500 2012
382,1679,4.39528795811518,Sat Jan 28 12:00:10 -0500 2012
382,1680,4.3979057591623,Sun Jan 29 12:00:09 -0500 2012
382,1681,4.40052356020942,Mon Jan 30 12:00:09 -0500 2012
382,1682,4.40314136125654,Tue Jan 31 12:00:09 -0500 2012
382,1682,4.40314136125654,Wed Feb 01 12:00:09 -0500 2012
382,1683,4.40575916230366,Thu Feb 02 12:00:09 -0500 2012
382,1683,4.40575916230366,Fri Feb 03 12:00:09 -0500 2012
382,1684,4.40837696335079,Sat Feb 04 12:00:09 -0500 2012
382,1683,4.40575916230366,Sun Feb 05 12:00:09 -0500 2012
382,1683,4.40575916230366,Mon Feb 06 12:00:09 -0500 2012
382,1683,4.40575916230366,Tue Feb 07 12:00:10 -0500 2012
382,1684,4.40837696335079,Wed Feb 08 12:00:09 -0500 2012
382,1686,4.41361256544503,Thu Feb 09 12:00:09 -0500 2012
383,1688,4.40731070496084,Fri Feb 10 12:00:09 -0500 2012
384,1693,4.40885416666667,Sat Feb 11 12:00:09 -0500 2012
384,1695,4.4140625,Sun Feb 12 12:00:09 -0500 2012
384,1695,4.4140625,Mon Feb 13 12:00:10 -0500 2012
385,1696,4.4051948051948,Tue Feb 14 12:00:10 -0500 2012
385,1696,4.4051948051948,Wed Feb 15 12:00:09 -0500 2012
